timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1662778937606,12,Crear Regla,200,OK,Thread Group 1-86,text,true,,207,100,100,11,0
1662778937612,10,Crear Regla,200,OK,Thread Group 1-87,text,true,,207,100,100,10,0
1662778937634,7,Crear Regla,200,OK,Thread Group 1-88,text,true,,207,100,100,7,0
1662778937695,5,Crear Regla,200,OK,Thread Group 1-90,text,true,,207,100,100,5,0
1662778937710,6,Crear Regla,200,OK,Thread Group 1-89,text,true,,207,100,100,6,0
1662778937726,13,Crear Regla,200,OK,Thread Group 1-91,text,true,,207,100,100,13,0
1662778937727,15,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,15,0
1662778937735,12,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,12,0
1662778937748,12,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,12,0
1662778937754,10,Crear Regla,200,OK,Thread Group 1-95,text,true,,207,100,100,10,0
1662778937790,7,Crear Regla,200,OK,Thread Group 1-96,text,true,,207,100,100,7,0
1662778937806,6,Crear Regla,200,OK,Thread Group 1-97,text,true,,207,100,100,6,0
1662778937831,5,Crear Regla,200,OK,Thread Group 1-98,text,true,,207,100,100,5,0
1662778937842,7,Crear Regla,200,OK,Thread Group 1-99,text,true,,207,100,100,7,0
1662778937866,6,Crear Regla,200,OK,Thread Group 1-100,text,true,,207,100,100,6,0
1662778938046,5,Crear Regla,200,OK,Thread Group 1-2,text,true,,207,100,100,5,0
1662778938111,7,Crear Regla,200,OK,Thread Group 1-1,text,true,,207,100,100,7,0
1662778938126,10,Crear Regla,200,OK,Thread Group 1-5,text,true,,207,100,100,10,0
1662778938126,12,Crear Regla,200,OK,Thread Group 1-4,text,true,,207,100,100,12,0
1662778938151,7,Crear Regla,200,OK,Thread Group 1-6,text,true,,207,100,100,7,0
1662778938168,7,Crear Regla,200,OK,Thread Group 1-3,text,true,,207,100,100,7,0
1662778938175,7,Crear Regla,200,OK,Thread Group 1-7,text,true,,207,100,100,7,0
1662778938185,6,Crear Regla,200,OK,Thread Group 1-10,text,true,,207,100,100,6,0
1662778938205,13,Crear Regla,200,OK,Thread Group 1-9,text,true,,207,100,100,13,0
1662778938203,15,Crear Regla,200,OK,Thread Group 1-8,text,true,,207,100,100,15,0
1662778938264,7,Crear Regla,200,OK,Thread Group 1-12,text,true,,207,100,100,7,0
1662778938359,6,Crear Regla,200,OK,Thread Group 1-13,text,true,,207,100,100,6,0
1662778938427,6,Crear Regla,200,OK,Thread Group 1-11,text,true,,207,100,100,6,0
1662778938444,8,Crear Regla,200,OK,Thread Group 1-14,text,true,,207,100,100,7,0
1662778938469,25,Crear Regla,200,OK,Thread Group 1-16,text,true,,207,100,100,25,0
1662778938459,38,Crear Regla,200,OK,Thread Group 1-17,text,true,,207,100,100,38,0
1662778938469,32,Crear Regla,200,OK,Thread Group 1-18,text,true,,207,100,100,32,0
1662778938459,43,Crear Regla,200,OK,Thread Group 1-15,text,true,,207,100,100,43,0
1662778938478,28,Crear Regla,200,OK,Thread Group 1-22,text,true,,207,100,100,28,0
1662778938474,35,Crear Regla,200,OK,Thread Group 1-19,text,true,,207,100,100,35,0
1662778938510,32,Crear Regla,200,OK,Thread Group 1-26,text,true,,207,100,100,31,0
1662778938500,53,Crear Regla,200,OK,Thread Group 1-21,text,true,,207,100,100,52,0
1662778938500,53,Crear Regla,200,OK,Thread Group 1-23,text,true,,207,100,100,53,0
1662778938513,46,Crear Regla,200,OK,Thread Group 1-25,text,true,,207,100,100,45,0
1662778938522,38,Crear Regla,200,OK,Thread Group 1-28,text,true,,207,100,100,38,0
1662778938520,53,Crear Regla,200,OK,Thread Group 1-27,text,true,,207,100,100,53,0
1662778938501,74,Crear Regla,200,OK,Thread Group 1-20,text,true,,207,100,100,74,0
1662778938543,42,Crear Regla,200,OK,Thread Group 1-29,text,true,,207,100,100,42,0
1662778938546,40,Crear Regla,200,OK,Thread Group 1-24,text,true,,207,100,100,40,0
1662778938564,38,Crear Regla,200,OK,Thread Group 1-31,text,true,,207,100,100,38,0
1662778938559,51,Crear Regla,200,OK,Thread Group 1-30,text,true,,207,100,100,51,0
1662778938578,43,Crear Regla,200,OK,Thread Group 1-33,text,true,,207,100,100,42,0
1662778938593,35,Crear Regla,200,OK,Thread Group 1-35,text,true,,207,100,100,35,0
1662778938589,40,Crear Regla,200,OK,Thread Group 1-32,text,true,,207,100,100,40,0
1662778938584,47,Crear Regla,200,OK,Thread Group 1-34,text,true,,207,100,100,47,0
1662778938605,28,Crear Regla,200,OK,Thread Group 1-36,text,true,,207,100,100,28,0
1662778938649,7,Crear Regla,200,OK,Thread Group 1-38,text,true,,207,100,100,7,0
1662778938689,7,Crear Regla,200,OK,Thread Group 1-37,text,true,,207,100,100,7,0
1662778938697,11,Crear Regla,200,OK,Thread Group 1-39,text,true,,207,100,100,11,0
1662778938697,14,Crear Regla,200,OK,Thread Group 1-40,text,true,,207,100,100,14,0
1662778938738,26,Crear Regla,200,OK,Thread Group 1-42,text,true,,207,100,100,24,0
1662778938745,19,Crear Regla,200,OK,Thread Group 1-43,text,true,,207,100,100,19,0
1662778938739,25,Crear Regla,200,OK,Thread Group 1-41,text,true,,207,100,100,24,0
1662778938827,6,Crear Regla,200,OK,Thread Group 1-46,text,true,,207,100,100,6,0
1662778938838,7,Crear Regla,200,OK,Thread Group 1-45,text,true,,207,100,100,7,0
1662778938859,31,Crear Regla,200,OK,Thread Group 1-47,text,true,,207,100,100,31,0
1662778938859,33,Crear Regla,200,OK,Thread Group 1-44,text,true,,207,100,100,33,0
1662778938877,22,Crear Regla,200,OK,Thread Group 1-48,text,true,,207,100,100,22,0
1662778938889,13,Crear Regla,200,OK,Thread Group 1-49,text,true,,207,100,100,13,0
1662778938942,10,Crear Regla,200,OK,Thread Group 1-50,text,true,,207,100,100,10,0
1662778938944,18,Crear Regla,200,OK,Thread Group 1-51,text,true,,207,100,100,18,0
1662778938951,13,Crear Regla,200,OK,Thread Group 1-53,text,true,,207,100,100,13,0
1662778938965,15,Crear Regla,200,OK,Thread Group 1-52,text,true,,207,100,100,15,0
1662778938968,18,Crear Regla,200,OK,Thread Group 1-54,text,true,,207,100,100,18,0
1662778938973,16,Crear Regla,200,OK,Thread Group 1-55,text,true,,207,100,100,16,0
1662778938999,8,Crear Regla,200,OK,Thread Group 1-56,text,true,,207,100,100,8,0
1662778939026,8,Crear Regla,200,OK,Thread Group 1-57,text,true,,207,100,100,8,0
1662778939047,7,Crear Regla,200,OK,Thread Group 1-58,text,true,,207,100,100,7,0
1662778939073,7,Crear Regla,200,OK,Thread Group 1-59,text,true,,207,100,100,7,0
1662778939108,7,Crear Regla,200,OK,Thread Group 1-60,text,true,,207,100,100,6,0
1662778939151,7,Crear Regla,200,OK,Thread Group 1-61,text,true,,207,100,100,7,0
1662778939224,6,Crear Regla,200,OK,Thread Group 1-62,text,true,,207,100,100,6,0
1662778939228,6,Crear Regla,200,OK,Thread Group 1-63,text,true,,207,100,100,6,0
1662778939259,7,Crear Regla,200,OK,Thread Group 1-64,text,true,,207,100,100,6,0
1662778939276,6,Crear Regla,200,OK,Thread Group 1-66,text,true,,207,100,100,6,0
1662778939292,6,Crear Regla,200,OK,Thread Group 1-65,text,true,,207,100,100,6,0
1662778939297,7,Crear Regla,200,OK,Thread Group 1-67,text,true,,207,100,100,7,0
1662778939374,9,Crear Regla,200,OK,Thread Group 1-68,text,true,,207,100,100,9,0
1662778939374,10,Crear Regla,200,OK,Thread Group 1-69,text,true,,207,100,100,9,0
1662778939474,26,Crear Regla,200,OK,Thread Group 1-72,text,true,,207,100,100,26,0
1662778939470,33,Crear Regla,200,OK,Thread Group 1-70,text,true,,207,100,100,32,0
1662778939472,31,Crear Regla,200,OK,Thread Group 1-73,text,true,,207,100,100,31,0
1662778939483,25,Crear Regla,200,OK,Thread Group 1-71,text,true,,207,100,100,25,0
1662778939484,26,Crear Regla,200,OK,Thread Group 1-74,text,true,,207,100,100,26,0
1662778939494,19,Crear Regla,200,OK,Thread Group 1-75,text,true,,207,100,100,19,0
1662778939510,16,Crear Regla,200,OK,Thread Group 1-77,text,true,,207,100,100,16,0
1662778939510,22,Crear Regla,200,OK,Thread Group 1-78,text,true,,207,100,100,22,0
1662778939513,26,Crear Regla,200,OK,Thread Group 1-76,text,true,,207,100,100,26,0
1662778939529,13,Crear Regla,200,OK,Thread Group 1-79,text,true,,207,100,100,13,0
1662778939548,7,Crear Regla,200,OK,Thread Group 1-80,text,true,,207,100,100,6,0
1662778939565,12,Crear Regla,200,OK,Thread Group 1-82,text,true,,207,100,100,12,0
1662778939569,15,Crear Regla,200,OK,Thread Group 1-81,text,true,,207,100,100,14,0
1662778939569,18,Crear Regla,200,OK,Thread Group 1-83,text,true,,207,100,100,18,0
1662778939594,6,Crear Regla,200,OK,Thread Group 1-85,text,true,,207,100,100,6,0
1662778939615,7,Crear Regla,200,OK,Thread Group 1-84,text,true,,207,100,100,7,0
1662778939624,11,Crear Regla,200,OK,Thread Group 1-86,text,true,,207,100,100,11,0
1662778939625,12,Crear Regla,200,OK,Thread Group 1-87,text,true,,207,100,100,12,0
1662778939645,8,Crear Regla,200,OK,Thread Group 1-88,text,true,,207,100,100,8,0
1662778939706,7,Crear Regla,200,OK,Thread Group 1-90,text,true,,207,100,100,7,0
1662778939722,9,Crear Regla,200,OK,Thread Group 1-89,text,true,,207,100,100,9,0
1662778939745,15,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,15,0
1662778939745,18,Crear Regla,200,OK,Thread Group 1-91,text,true,,207,100,100,18,0
1662778939752,14,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,14,0
1662778939765,15,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,15,0
1662778939769,13,Crear Regla,200,OK,Thread Group 1-95,text,true,,207,100,100,13,0
1662778939802,7,Crear Regla,200,OK,Thread Group 1-96,text,true,,207,100,100,7,0
1662778939815,7,Crear Regla,200,OK,Thread Group 1-97,text,true,,207,100,100,7,0
1662778939840,7,Crear Regla,200,OK,Thread Group 1-98,text,true,,207,100,100,6,0
1662778939855,7,Crear Regla,200,OK,Thread Group 1-99,text,true,,207,100,100,6,0
1662778939875,6,Crear Regla,200,OK,Thread Group 1-100,text,true,,207,100,100,6,0
1662778940054,7,Crear Regla,200,OK,Thread Group 1-2,text,true,,207,100,100,7,0
1662778940123,6,Crear Regla,200,OK,Thread Group 1-1,text,true,,207,100,100,6,0
1662778940143,11,Crear Regla,200,OK,Thread Group 1-4,text,true,,207,100,100,11,0
1662778940142,13,Crear Regla,200,OK,Thread Group 1-5,text,true,,207,100,100,13,0
1662778940162,7,Crear Regla,200,OK,Thread Group 1-6,text,true,,207,100,100,7,0
1662778940179,6,Crear Regla,200,OK,Thread Group 1-3,text,true,,207,100,100,6,0
1662778940186,7,Crear Regla,200,OK,Thread Group 1-7,text,true,,207,100,100,7,0
1662778940193,8,Crear Regla,200,OK,Thread Group 1-10,text,true,,207,100,100,7,0
1662778940223,12,Crear Regla,200,OK,Thread Group 1-8,text,true,,207,100,100,11,0
1662778940223,13,Crear Regla,200,OK,Thread Group 1-9,text,true,,207,100,100,13,0
1662778940275,6,Crear Regla,200,OK,Thread Group 1-12,text,true,,207,100,100,6,0
1662778940369,6,Crear Regla,200,OK,Thread Group 1-13,text,true,,207,100,100,6,0
1662778940439,6,Crear Regla,200,OK,Thread Group 1-11,text,true,,207,100,100,6,0
1662778940455,6,Crear Regla,200,OK,Thread Group 1-14,text,true,,207,100,100,6,0
1662778940496,6,Crear Regla,200,OK,Thread Group 1-16,text,true,,207,100,100,6,0
1662778940501,10,Crear Regla,200,OK,Thread Group 1-17,text,true,,207,100,100,10,0
1662778940507,24,Crear Regla,200,OK,Thread Group 1-15,text,true,,207,100,100,23,0
1662778940512,20,Crear Regla,200,OK,Thread Group 1-19,text,true,,207,100,100,19,0
1662778940507,29,Crear Regla,200,OK,Thread Group 1-18,text,true,,207,100,100,29,0
1662778940512,25,Crear Regla,200,OK,Thread Group 1-22,text,true,,207,100,100,24,0
1662778940545,8,Crear Regla,200,OK,Thread Group 1-26,text,true,,207,100,100,8,0
1662778940556,19,Crear Regla,200,OK,Thread Group 1-23,text,true,,207,100,100,18,0
1662778940556,24,Crear Regla,200,OK,Thread Group 1-21,text,true,,207,100,100,24,0
1662778940561,24,Crear Regla,200,OK,Thread Group 1-25,text,true,,207,100,100,24,0
1662778940567,25,Crear Regla,200,OK,Thread Group 1-28,text,true,,207,100,100,25,0
1662778940579,26,Crear Regla,200,OK,Thread Group 1-27,text,true,,207,100,100,26,0
1662778940579,33,Crear Regla,200,OK,Thread Group 1-20,text,true,,207,100,100,33,0
1662778940591,32,Crear Regla,200,OK,Thread Group 1-29,text,true,,207,100,100,32,0
1662778940591,34,Crear Regla,200,OK,Thread Group 1-24,text,true,,207,100,100,33,0
1662778940605,26,Crear Regla,200,OK,Thread Group 1-31,text,true,,207,100,100,26,0
1662778940613,33,Crear Regla,200,OK,Thread Group 1-30,text,true,,207,100,100,33,0
1662778940625,30,Crear Regla,200,OK,Thread Group 1-33,text,true,,207,100,100,30,0
1662778940632,32,Crear Regla,200,OK,Thread Group 1-35,text,true,,207,100,100,31,0
1662778940632,33,Crear Regla,200,OK,Thread Group 1-32,text,true,,207,100,100,33,0
1662778940632,38,Crear Regla,200,OK,Thread Group 1-34,text,true,,207,100,100,38,0
1662778940639,32,Crear Regla,200,OK,Thread Group 1-36,text,true,,207,100,100,32,0
1662778940661,14,Crear Regla,200,OK,Thread Group 1-38,text,true,,207,100,100,14,0
1662778940701,6,Crear Regla,200,OK,Thread Group 1-37,text,true,,207,100,100,6,0
1662778940710,11,Crear Regla,200,OK,Thread Group 1-39,text,true,,207,100,100,11,0
1662778940713,11,Crear Regla,200,OK,Thread Group 1-40,text,true,,207,100,100,10,0
1662778940769,15,Crear Regla,200,OK,Thread Group 1-42,text,true,,207,100,100,15,0
1662778940769,16,Crear Regla,200,OK,Thread Group 1-41,text,true,,207,100,100,16,0
1662778940769,16,Crear Regla,200,OK,Thread Group 1-43,text,true,,207,100,100,16,0
1662778940839,6,Crear Regla,200,OK,Thread Group 1-46,text,true,,207,100,100,6,0
1662778940847,6,Crear Regla,200,OK,Thread Group 1-45,text,true,,207,100,100,6,0
1662778940895,11,Crear Regla,200,OK,Thread Group 1-47,text,true,,207,100,100,11,0
1662778940896,12,Crear Regla,200,OK,Thread Group 1-44,text,true,,207,100,100,12,0
1662778940907,11,Crear Regla,200,OK,Thread Group 1-49,text,true,,207,100,100,11,0
1662778940905,13,Crear Regla,200,OK,Thread Group 1-48,text,true,,207,100,100,13,0
1662778940957,6,Crear Regla,200,OK,Thread Group 1-50,text,true,,207,100,100,6,0
1662778940969,12,Crear Regla,200,OK,Thread Group 1-53,text,true,,207,100,100,12,0
1662778940968,13,Crear Regla,200,OK,Thread Group 1-51,text,true,,207,100,100,13,0
1662778940986,8,Crear Regla,200,OK,Thread Group 1-52,text,true,,207,100,100,8,0
1662778940994,9,Crear Regla,200,OK,Thread Group 1-55,text,true,,207,100,100,9,0
1662778940991,16,Crear Regla,200,OK,Thread Group 1-54,text,true,,207,100,100,16,0
1662778941011,6,Crear Regla,200,OK,Thread Group 1-56,text,true,,207,100,100,6,0
1662778941040,7,Crear Regla,200,OK,Thread Group 1-57,text,true,,207,100,100,7,0
1662778941058,9,Crear Regla,200,OK,Thread Group 1-58,text,true,,207,100,100,9,0
1662778941085,7,Crear Regla,200,OK,Thread Group 1-59,text,true,,207,100,100,7,0
1662778941119,7,Crear Regla,200,OK,Thread Group 1-60,text,true,,207,100,100,7,0
1662778941162,7,Crear Regla,200,OK,Thread Group 1-61,text,true,,207,100,100,7,0
1662778941236,8,Crear Regla,200,OK,Thread Group 1-62,text,true,,207,100,100,8,0
1662778941240,8,Crear Regla,200,OK,Thread Group 1-63,text,true,,207,100,100,8,0
1662778941270,7,Crear Regla,200,OK,Thread Group 1-64,text,true,,207,100,100,7,0
1662778941285,7,Crear Regla,200,OK,Thread Group 1-66,text,true,,207,100,100,7,0
1662778941302,7,Crear Regla,200,OK,Thread Group 1-65,text,true,,207,100,100,7,0
1662778941310,7,Crear Regla,200,OK,Thread Group 1-67,text,true,,207,100,100,7,0
1662778941389,10,Crear Regla,200,OK,Thread Group 1-68,text,true,,207,100,100,9,0
1662778941389,11,Crear Regla,200,OK,Thread Group 1-69,text,true,,207,100,100,11,0
1662778941505,26,Crear Regla,200,OK,Thread Group 1-70,text,true,,207,100,100,26,0
1662778941505,28,Crear Regla,200,OK,Thread Group 1-73,text,true,,207,100,100,27,0
1662778941503,33,Crear Regla,200,OK,Thread Group 1-72,text,true,,207,100,100,33,0
1662778941510,27,Crear Regla,200,OK,Thread Group 1-71,text,true,,207,100,100,27,0
1662778941513,33,Crear Regla,200,OK,Thread Group 1-74,text,true,,207,100,100,33,0
1662778941516,34,Crear Regla,200,OK,Thread Group 1-75,text,true,,207,100,100,34,0
1662778941532,21,Crear Regla,200,OK,Thread Group 1-77,text,true,,207,100,100,21,0
1662778941536,21,Crear Regla,200,OK,Thread Group 1-78,text,true,,207,100,100,21,0
1662778941546,23,Crear Regla,200,OK,Thread Group 1-76,text,true,,207,100,100,22,0
1662778941546,24,Crear Regla,200,OK,Thread Group 1-79,text,true,,207,100,100,24,0
1662778941560,15,Crear Regla,200,OK,Thread Group 1-80,text,true,,207,100,100,15,0
1662778941579,8,Crear Regla,200,OK,Thread Group 1-82,text,true,,207,100,100,8,0
1662778941589,12,Crear Regla,200,OK,Thread Group 1-81,text,true,,207,100,100,12,0
1662778941589,14,Crear Regla,200,OK,Thread Group 1-83,text,true,,207,100,100,14,0
1662778941603,8,Crear Regla,200,OK,Thread Group 1-85,text,true,,207,100,100,8,0
1662778941627,7,Crear Regla,200,OK,Thread Group 1-84,text,true,,207,100,100,7,0
1662778941642,14,Crear Regla,200,OK,Thread Group 1-87,text,true,,207,100,100,11,0
1662778941640,21,Crear Regla,200,OK,Thread Group 1-86,text,true,,207,100,100,19,0
1662778941656,19,Crear Regla,200,OK,Thread Group 1-88,text,true,,207,100,100,19,0
1662778941713,6,Crear Regla,200,OK,Thread Group 1-90,text,true,,207,100,100,6,0
1662778941735,6,Crear Regla,200,OK,Thread Group 1-89,text,true,,207,100,100,6,0
1662778941765,15,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,15,0
1662778941767,18,Crear Regla,200,OK,Thread Group 1-91,text,true,,207,100,100,18,0
1662778941770,17,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,17,0
1662778941786,15,Crear Regla,200,OK,Thread Group 1-95,text,true,,207,100,100,15,0
1662778941780,21,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,21,0
1662778941813,6,Crear Regla,200,OK,Thread Group 1-96,text,true,,207,100,100,6,0
1662778941826,6,Crear Regla,200,OK,Thread Group 1-97,text,true,,207,100,100,6,0
1662778941851,6,Crear Regla,200,OK,Thread Group 1-98,text,true,,207,100,100,6,0
1662778941865,7,Crear Regla,200,OK,Thread Group 1-99,text,true,,207,100,100,7,0
1662778941885,7,Crear Regla,200,OK,Thread Group 1-100,text,true,,207,100,100,7,0
1662778942062,7,Crear Regla,200,OK,Thread Group 1-2,text,true,,207,100,100,7,0
1662778942132,6,Crear Regla,200,OK,Thread Group 1-1,text,true,,207,100,100,6,0
1662778942157,10,Crear Regla,200,OK,Thread Group 1-4,text,true,,207,100,100,10,0
1662778942161,10,Crear Regla,200,OK,Thread Group 1-5,text,true,,207,100,100,10,0
1662778942173,7,Crear Regla,200,OK,Thread Group 1-6,text,true,,207,100,100,7,0
1662778942190,7,Crear Regla,200,OK,Thread Group 1-3,text,true,,207,100,100,7,0
1662778942197,7,Crear Regla,200,OK,Thread Group 1-7,text,true,,207,100,100,7,0
1662778942206,7,Crear Regla,200,OK,Thread Group 1-10,text,true,,207,100,100,7,0
1662778942239,12,Crear Regla,200,OK,Thread Group 1-8,text,true,,207,100,100,12,0
1662778942240,11,Crear Regla,200,OK,Thread Group 1-9,text,true,,207,100,100,11,0
1662778942285,7,Crear Regla,200,OK,Thread Group 1-12,text,true,,207,100,100,7,0
1662778942378,9,Crear Regla,200,OK,Thread Group 1-13,text,true,,207,100,100,9,0
1662778942450,5,Crear Regla,200,OK,Thread Group 1-11,text,true,,207,100,100,5,0
1662778942462,7,Crear Regla,200,OK,Thread Group 1-14,text,true,,207,100,100,7,0
1662778942507,17,Crear Regla,200,OK,Thread Group 1-16,text,true,,207,100,100,17,0
1662778942516,14,Crear Regla,200,OK,Thread Group 1-17,text,true,,207,100,100,14,0
1662778942534,17,Crear Regla,200,OK,Thread Group 1-19,text,true,,207,100,100,16,0
1662778942534,22,Crear Regla,200,OK,Thread Group 1-15,text,true,,207,100,100,22,0
1662778942540,23,Crear Regla,200,OK,Thread Group 1-18,text,true,,207,100,100,23,0
1662778942540,27,Crear Regla,200,OK,Thread Group 1-22,text,true,,207,100,100,26,0
1662778942555,14,Crear Regla,200,OK,Thread Group 1-26,text,true,,207,100,100,14,0
1662778942577,7,Crear Regla,200,OK,Thread Group 1-23,text,true,,207,100,100,7,0
1662778942585,9,Crear Regla,200,OK,Thread Group 1-21,text,true,,207,100,100,9,0
1662778942590,13,Crear Regla,200,OK,Thread Group 1-25,text,true,,207,100,100,13,0
1662778942594,12,Crear Regla,200,OK,Thread Group 1-28,text,true,,207,100,100,11,0
1662778942610,8,Crear Regla,200,OK,Thread Group 1-27,text,true,,207,100,100,8,0
1662778942614,9,Crear Regla,200,OK,Thread Group 1-20,text,true,,207,100,100,9,0
1662778942625,15,Crear Regla,200,OK,Thread Group 1-24,text,true,,207,100,100,15,0
1662778942625,17,Crear Regla,200,OK,Thread Group 1-29,text,true,,207,100,100,16,0
1662778942634,12,Crear Regla,200,OK,Thread Group 1-31,text,true,,207,100,100,12,0
1662778942650,7,Crear Regla,200,OK,Thread Group 1-30,text,true,,207,100,100,7,0
1662778942660,6,Crear Regla,200,OK,Thread Group 1-33,text,true,,207,100,100,6,0
1662778942665,13,Crear Regla,200,OK,Thread Group 1-35,text,true,,207,100,100,13,0
1662778942668,25,Crear Regla,200,OK,Thread Group 1-32,text,true,,207,100,100,25,0
1662778942673,23,Crear Regla,200,OK,Thread Group 1-34,text,true,,207,100,100,23,0
1662778942676,22,Crear Regla,200,OK,Thread Group 1-38,text,true,,207,100,100,22,0
1662778942673,27,Crear Regla,200,OK,Thread Group 1-36,text,true,,207,100,100,27,0
1662778942710,7,Crear Regla,200,OK,Thread Group 1-37,text,true,,207,100,100,7,0
1662778942725,11,Crear Regla,200,OK,Thread Group 1-40,text,true,,207,100,100,11,0
1662778942723,15,Crear Regla,200,OK,Thread Group 1-39,text,true,,207,100,100,15,0
1662778942789,20,Crear Regla,200,OK,Thread Group 1-42,text,true,,207,100,100,20,0
1662778942789,21,Crear Regla,200,OK,Thread Group 1-41,text,true,,207,100,100,21,0
1662778942791,22,Crear Regla,200,OK,Thread Group 1-43,text,true,,207,100,100,22,0
1662778942850,8,Crear Regla,200,OK,Thread Group 1-46,text,true,,207,100,100,8,0
1662778942853,8,Crear Regla,200,OK,Thread Group 1-45,text,true,,207,100,100,8,0
1662778942911,9,Crear Regla,200,OK,Thread Group 1-44,text,true,,207,100,100,9,0
1662778942911,11,Crear Regla,200,OK,Thread Group 1-47,text,true,,207,100,100,11,0
1662778942922,10,Crear Regla,200,OK,Thread Group 1-49,text,true,,207,100,100,10,0
1662778942923,10,Crear Regla,200,OK,Thread Group 1-48,text,true,,207,100,100,10,0
1662778942968,8,Crear Regla,200,OK,Thread Group 1-50,text,true,,207,100,100,8,0
1662778942986,13,Crear Regla,200,OK,Thread Group 1-53,text,true,,207,100,100,13,0
1662778942986,15,Crear Regla,200,OK,Thread Group 1-51,text,true,,207,100,100,15,0
1662778942994,12,Crear Regla,200,OK,Thread Group 1-52,text,true,,207,100,100,12,0
1662778943007,11,Crear Regla,200,OK,Thread Group 1-55,text,true,,207,100,100,11,0
1662778943010,12,Crear Regla,200,OK,Thread Group 1-54,text,true,,207,100,100,12,0
1662778943023,7,Crear Regla,200,OK,Thread Group 1-56,text,true,,207,100,100,7,0
1662778943051,7,Crear Regla,200,OK,Thread Group 1-57,text,true,,207,100,100,7,0
1662778943073,7,Crear Regla,200,OK,Thread Group 1-58,text,true,,207,100,100,7,0
1662778943096,6,Crear Regla,200,OK,Thread Group 1-59,text,true,,207,100,100,6,0
1662778943131,6,Crear Regla,200,OK,Thread Group 1-60,text,true,,207,100,100,6,0
1662778943173,6,Crear Regla,200,OK,Thread Group 1-61,text,true,,207,100,100,6,0
1662778943247,5,Crear Regla,200,OK,Thread Group 1-62,text,true,,207,100,100,5,0
1662778943252,5,Crear Regla,200,OK,Thread Group 1-63,text,true,,207,100,100,5,0
1662778943278,6,Crear Regla,200,OK,Thread Group 1-64,text,true,,207,100,100,6,0
1662778943292,6,Crear Regla,200,OK,Thread Group 1-66,text,true,,207,100,100,6,0
1662778943311,6,Crear Regla,200,OK,Thread Group 1-65,text,true,,207,100,100,6,0
1662778943318,6,Crear Regla,200,OK,Thread Group 1-67,text,true,,207,100,100,6,0
1662778943402,11,Crear Regla,200,OK,Thread Group 1-68,text,true,,207,100,100,11,0
1662778943402,11,Crear Regla,200,OK,Thread Group 1-69,text,true,,207,100,100,11,0
1662778943535,17,Crear Regla,200,OK,Thread Group 1-70,text,true,,207,100,100,17,0
1662778943536,17,Crear Regla,200,OK,Thread Group 1-73,text,true,,207,100,100,17,0
1662778943540,22,Crear Regla,200,OK,Thread Group 1-72,text,true,,207,100,100,22,0
1662778943540,25,Crear Regla,200,OK,Thread Group 1-71,text,true,,207,100,100,25,0
1662778943548,30,Crear Regla,200,OK,Thread Group 1-74,text,true,,207,100,100,30,0
1662778943560,21,Crear Regla,200,OK,Thread Group 1-78,text,true,,207,100,100,21,0
1662778943552,31,Crear Regla,200,OK,Thread Group 1-75,text,true,,207,100,100,31,0
1662778943558,37,Crear Regla,200,OK,Thread Group 1-77,text,true,,207,100,100,37,0
1662778943573,29,Crear Regla,200,OK,Thread Group 1-76,text,true,,207,100,100,29,0
1662778943573,29,Crear Regla,200,OK,Thread Group 1-79,text,true,,207,100,100,29,0
1662778943580,25,Crear Regla,200,OK,Thread Group 1-80,text,true,,207,100,100,25,0
1662778943590,26,Crear Regla,200,OK,Thread Group 1-82,text,true,,207,100,100,26,0
1662778943605,19,Crear Regla,200,OK,Thread Group 1-81,text,true,,207,100,100,19,0
1662778943605,24,Crear Regla,200,OK,Thread Group 1-83,text,true,,207,100,100,24,0
1662778943616,16,Crear Regla,200,OK,Thread Group 1-85,text,true,,207,100,100,16,0
1662778943639,7,Crear Regla,200,OK,Thread Group 1-84,text,true,,207,100,100,7,0
1662778943660,8,Crear Regla,200,OK,Thread Group 1-87,text,true,,207,100,100,8,0
1662778943665,8,Crear Regla,200,OK,Thread Group 1-86,text,true,,207,100,100,7,0
1662778943677,7,Crear Regla,200,OK,Thread Group 1-88,text,true,,207,100,100,7,0
1662778943723,7,Crear Regla,200,OK,Thread Group 1-90,text,true,,207,100,100,7,0
1662778943745,6,Crear Regla,200,OK,Thread Group 1-89,text,true,,207,100,100,6,0
1662778943785,6,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,6,0
1662778943790,13,Crear Regla,200,OK,Thread Group 1-91,text,true,,207,100,100,13,0
1662778943791,14,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,14,0
1662778943805,13,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,13,0
